bedrooms,bathrooms,sqft,lot_size_acres,age_years,distance_city_center_km,crime_rate_index,school_rating,price
2.0,2.0,3156.0,0.62,42.0,27.63,4.12,7.0,956489.04
2.0,3.0,4325.0,0.53,24.0,19.84,8.81,1.0,1170173.56
5.0,3.0,4475.0,0.18,2.0,4.0,6.52,7.0,1457083.88
2.0,3.0,1080.0,0.16,78.0,12.66,9.0,8.0,487883.51
5.0,3.0,2286.0,0.2,28.0,22.14,6.27,2.0,890655.1
1.0,1.0,2761.0,0.21,31.0,23.61,1.4,9.0,750092.19
4.0,1.0,3396.0,0.66,25.0,4.43,3.17,1.0,1122861.06
5.0,2.0,2201.0,0.75,15.0,1.0,2.1,6.0,997248.03
1.0,1.0,3008.0,0.55,24.0,21.65,9.1,1.0,779948.88
2.0,1.0,3760.0,0.84,53.0,11.34,7.63,3.0,2947770.7800000003
2.0,2.0,3417.0,0.99,27.0,8.38,6.8,6.0,1105084.82
1.0,1.0,2610.0,0.83,72.0,1.37,3.08,3.0,761070.6
2.0,1.0,3408.0,0.71,55.0,16.67,1.92,8.0,960904.68
1.0,2.0,3616.0,0.56,64.0,25.68,7.59,5.0,927485.02
5.0,2.0,3096.0,0.48,79.0,28.77,4.79,2.0,995894.98
5.0,2.0,2466.0,0.13,40.0,17.41,2.34,4.0,843761.02
1.0,3.0,1434.0,0.43,50.0,15.92,6.2,9.0,583399.08
5.0,3.0,1803.0,0.91,70.0,3.47,0.5,4.0,921807.28
5.0,2.0,2325.0,0.82,77.0,16.92,3.33,10.0,963625.08
5.0,2.0,4078.0,0.26,28.0,12.02,4.74,10.0,1333664.2
3.0,2.0,2289.0,0.49,18.0,18.61,1.56,8.0,814407.0
4.0,3.0,3867.0,0.83,65.0,12.27,9.85,5.0,1224207.64
2.0,3.0,4137.0,0.11,40.0,7.97,2.17,10.0,1120582.32
3.0,1.0,910.0,0.42,44.0,3.75,1.39,1.0,510678.81
5.0,1.0,861.0,0.86,14.0,10.13,2.11,7.0,672985.26
1.0,2.0,2042.0,0.43,2.0,3.8,7.71,3.0,653706.57
5.0,3.0,1005.0,0.12,10.0,6.13,4.31,10.0,712346.61
4.0,3.0,2790.0,0.57,52.0,29.63,5.7,8.0,965533.82
5.0,3.0,941.0,0.87,45.0,13.88,0.31,3.0,707689.3
1.0,2.0,1939.0,0.61,29.0,16.42,0.44,1.0,636064.59
4.0,1.0,3772.0,0.26,56.0,26.33,4.51,5.0,1058583.42
5.0,2.0,843.0,0.42,17.0,29.87,8.18,2.0,573276.62
4.0,1.0,1089.0,0.48,50.0,17.9,8.86,4.0,552075.81
2.0,1.0,611.0,0.6,47.0,24.56,0.96,1.0,331968.1
,,,,,,,,
5.0,1.0,1160.0,0.14,7.0,9.87,9.14,6.0,602759.2
4.0,1.0,641.0,0.9,21.0,12.68,3.94,8.0,591580.28
1.0,3.0,3325.0,0.06,5.0,20.5,8.31,4.0,907537.8
5.0,1.0,1193.0,0.4,75.0,20.78,1.42,9.0,614557.71
2.0,2.0,2052.0,0.08,56.0,10.14,9.36,2.0,581253.46
2.0,2.0,2426.0,0.42,35.0,4.86,7.54,9.0,835738.0
5.0,1.0,3829.0,0.55,78.0,19.34,9.42,5.0,1169496.1
4.0,3.0,3887.0,0.54,56.0,4.72,6.8,6.0,1235267.07
2.0,3.0,2293.0,0.21,48.0,17.78,3.7,3.0,717099.39
4.0,1.0,4133.0,0.66,44.0,21.11,9.39,4.0,1185475.12
2.0,1.0,733.0,0.09,65.0,21.32,2.83,6.0,296957.4
2.0,2.0,3738.0,0.77,76.0,22.85,3.39,7.0,1032327.02
3.0,1.0,3678.0,0.95,44.0,26.31,7.04,1.0,1064988.28
2.0,3.0,1547.0,0.37,78.0,15.5,7.68,7.0,627866.43
1.0,1.0,4197.0,0.54,19.0,22.18,9.3,1.0,1027448.03
5.0,2.0,672.0,0.41,63.0,18.96,2.13,5.0,504439.7
5.0,2.0,998.0,0.06,66.0,6.41,8.0,6.0,590846.98
4.0,2.0,2028.0,0.42,2.0,1.74,7.41,2.0,876762.64
2.0,2.0,4346.0,0.8,53.0,9.25,0.73,10.0,1252457.04
1.0,2.0,3225.0,0.62,77.0,13.85,3.93,9.0,909778.08
4.0,1.0,3506.0,0.15,63.0,18.9,2.9,10.0,1003997.33
3.0,1.0,729.0,0.85,39.0,25.65,3.11,6.0,509072.08
4.0,1.0,3578.0,0.55,58.0,6.69,9.83,7.0,1084385.33
4.0,1.0,4137.0,0.85,54.0,4.64,6.46,10.0,1308820.04
2.0,2.0,3877.0,0.6,61.0,28.94,7.2,8.0,1053768.39
3.0,3.0,2411.0,0.58,3.0,4.13,9.77,10.0,989890.83
4.0,1.0,2601.0,0.15,59.0,14.88,3.83,1.0,779098.12
,,,,,,,,
1.0,1.0,865.0,0.97,29.0,16.7,4.4,4.0,464089.59
5.0,1.0,2160.0,0.27,1.0,3.49,8.71,10.0,937905.15
3.0,3.0,2585.0,0.98,61.0,2.65,1.89,8.0,1012927.47
3.0,2.0,1392.0,0.56,48.0,4.06,9.48,6.0,656125.19
5.0,1.0,2900.0,0.18,8.0,17.98,2.27,9.0,1003141.18
4.0,1.0,3469.0,0.14,30.0,16.79,3.33,4.0,986126.82
3.0,1.0,1912.0,0.25,60.0,7.78,7.59,2.0,637178.38
1.0,3.0,763.0,0.93,78.0,19.5,4.0,2.0,425292.83
1.0,2.0,694.0,0.44,47.0,24.78,6.12,5.0,357429.26
2.0,3.0,2405.0,0.43,24.0,2.21,4.5,10.0,911934.04
3.0,3.0,3480.0,0.35,35.0,15.45,7.45,9.0,1132545.98
4.0,2.0,1733.0,0.19,7.0,20.99,2.36,3.0,712197.2
5.0,3.0,2983.0,0.51,72.0,8.32,0.68,8.0,1115344.14
5.0,2.0,1421.0,0.17,57.0,9.93,3.07,4.0,688142.76
4.0,1.0,837.0,0.84,44.0,18.8,4.8,6.0,569752.46
2.0,2.0,3028.0,0.4,61.0,27.04,1.76,10.0,931796.07
5.0,1.0,4107.0,0.41,38.0,24.49,3.61,6.0,1200590.16
3.0,3.0,3546.0,0.5,57.0,17.91,4.06,3.0,1065169.89
2.0,3.0,3130.0,0.47,63.0,22.18,0.67,5.0,957887.4
3.0,1.0,2560.0,1.0,43.0,11.58,5.87,3.0,915494.16
1.0,3.0,3549.0,0.57,28.0,19.59,8.85,1.0,981981.41
2.0,2.0,1648.0,0.13,58.0,14.52,1.6,7.0,597068.33
5.0,1.0,2276.0,0.63,70.0,6.51,6.02,4.0,861190.55
2.0,3.0,3788.0,0.19,8.0,21.35,6.68,7.0,1078286.42
2.0,1.0,3129.0,0.08,5.0,17.14,4.25,3.0,816139.22
2.0,2.0,4063.0,0.97,28.0,11.4,7.04,5.0,1218257.63
2.0,2.0,3564.0,0.78,57.0,27.43,4.17,5.0,1032439.42
3.0,3.0,3641.0,0.98,16.0,1.61,5.1,2.0,1208072.21
1.0,2.0,1563.0,0.5,15.0,10.16,0.17,10.0,647557.0
4.0,1.0,1136.0,0.56,2.0,2.65,6.95,2.0,689444.77
2.0,2.0,3750.0,0.21,20.0,23.23,6.65,4.0,1026648.65
5.0,1.0,2203.0,0.28,63.0,21.36,0.48,4.0,760610.32
2.0,1.0,3844.0,0.85,35.0,10.61,3.75,4.0,1110236.25
5.0,2.0,2579.0,0.39,61.0,20.59,9.79,6.0,907287.76
3.0,3.0,3683.0,0.84,41.0,12.48,4.27,2.0,1102600.63
5.0,2.0,4471.0,0.72,75.0,22.93,5.07,6.0,1336396.76
4.0,1.0,727.0,0.22,41.0,14.17,9.11,7.0,511769.03
1.0,1.0,4279.0,0.53,60.0,12.96,7.2,10.0,1123728.96
5.0,2.0,691.0,0.69,12.0,28.11,5.86,3.0,612094.7
5.0,3.0,4324.0,0.27,10.0,8.28,8.0,8.0,1377905.41
1.0,3.0,1142.0,0.84,53.0,4.49,8.66,2.0,563818.99
4.0,1.0,1445.0,0.57,15.0,17.95,4.62,8.0,699906.8
2.0,1.0,4203.0,0.21,7.0,29.11,4.8,5.0,1054206.89
5.0,3.0,2281.0,0.6,58.0,11.96,3.92,2.0,949560.04
1.0,2.0,3636.0,1.0,56.0,2.8,9.67,7.0,1066244.28
3.0,1.0,2451.0,0.19,39.0,10.84,7.0,2.0,763064.73
1.0,1.0,3094.0,0.83,58.0,15.67,0.92,6.0,859656.28
3.0,3.0,989.0,0.25,1.0,5.7,8.64,10.0,689749.84
4.0,2.0,3319.0,0.79,75.0,20.08,4.86,3.0,1015897.31
2.0,3.0,2484.0,0.75,9.0,29.93,0.78,9.0,892914.61
1.0,2.0,642.0,0.34,43.0,14.1,5.54,3.0,336322.65
5.0,2.0,853.0,0.36,10.0,11.29,4.23,3.0,584224.12
4.0,2.0,3801.0,0.8,78.0,12.62,8.79,5.0,1121145.28
1.0,1.0,1683.0,0.49,79.0,4.34,2.12,7.0,507851.85
5.0,3.0,3310.0,0.74,1.0,26.61,8.28,8.0,1222798.22
1.0,3.0,3114.0,0.19,49.0,13.03,5.62,7.0,874095.8
3.0,2.0,2934.0,0.86,11.0,12.23,0.64,9.0,1068679.99
1.0,1.0,3658.0,0.73,22.0,20.13,9.72,5.0,980039.97
1.0,1.0,2140.0,0.91,17.0,13.82,5.17,10.0,773265.33
,,,,,,,,
4.0,1.0,2553.0,0.61,61.0,2.78,4.75,6.0,915461.32
1.0,1.0,3425.0,0.62,37.0,24.6,8.59,5.0,909391.2
5.0,2.0,2992.0,0.39,66.0,28.27,3.12,4.0,968266.15
3.0,1.0,1241.0,0.49,37.0,19.81,2.01,2.0,540735.23
3.0,2.0,3029.0,0.09,66.0,28.68,1.38,7.0,857437.08
1.0,3.0,17800.0,0.76,60.0,5.39,3.05,5.0,7147490.88
4.0,1.0,1289.0,0.57,0.0,14.85,7.82,4.0,679779.93
4.0,3.0,1876.0,0.1,44.0,18.45,4.77,8.0,752778.68
5.0,3.0,2550.0,0.7,27.0,17.87,2.35,9.0,1090961.48
1.0,1.0,1679.0,0.49,20.0,12.64,1.75,9.0,611625.54
3.0,1.0,2086.0,0.08,12.0,10.8,3.39,3.0,686214.55
4.0,3.0,1056.0,0.97,26.0,4.68,9.41,3.0,703095.13
1.0,1.0,1582.0,0.95,6.0,12.36,3.5,5.0,667224.91
,,,,,,,,
4.0,2.0,1722.0,0.14,73.0,22.3,4.9,10.0,698041.27
3.0,1.0,748.0,0.77,52.0,7.06,1.87,2.0,481765.52
2.0,3.0,1952.0,0.52,78.0,2.7,8.92,1.0,683111.29
5.0,1.0,1779.0,0.34,78.0,17.02,4.66,8.0,730286.16
5.0,1.0,789.0,0.52,3.0,18.26,7.13,3.0,587246.45
3.0,3.0,4165.0,0.55,22.0,26.29,9.84,1.0,1188660.14
4.0,3.0,1482.0,0.58,69.0,17.73,0.6,1.0,685533.71
,,,,,,,,
4.0,3.0,3751.0,0.63,32.0,24.29,7.23,6.0,1218461.38
3.0,2.0,999.0,0.92,27.0,16.67,2.89,6.0,634882.14
5.0,3.0,3411.0,0.39,7.0,3.3,1.92,3.0,1212558.74
4.0,1.0,1208.0,0.74,0.0,17.41,0.49,4.0,661053.6
5.0,2.0,3931.0,0.9,36.0,27.33,0.32,2.0,1300877.73
,,,,,,,,
5.0,2.0,2238.0,0.47,21.0,9.59,1.43,7.0,958453.86
5.0,1.0,2175.0,0.62,69.0,5.16,4.73,1.0,785483.39
2.0,1.0,3432.0,0.61,20.0,5.39,6.1,7.0,1032190.38
2.0,1.0,2748.0,0.82,34.0,13.55,4.34,1.0,830597.26
2.0,1.0,1982.0,0.5,78.0,18.27,0.37,6.0,605101.39
5.0,1.0,2003.0,1.0,4.0,3.34,7.86,3.0,922748.08
3.0,2.0,1419.0,0.11,59.0,28.25,0.2,8.0,541343.31
5.0,1.0,3892.0,0.05,45.0,22.9,7.64,6.0,1119416.06
3.0,2.0,1419.0,0.66,49.0,18.01,8.94,2.0,651629.88
3.0,1.0,1019.0,0.33,47.0,25.02,4.39,8.0,504585.58
2.0,3.0,723.0,0.28,5.0,3.33,5.4,5.0,567490.5
4.0,2.0,1021.0,0.35,55.0,14.83,4.82,8.0,562557.75
1.0,3.0,3902.0,0.29,58.0,19.27,3.95,8.0,1029264.31
2.0,2.0,4361.0,0.08,28.0,25.03,8.89,6.0,1090834.5
2.0,3.0,3734.0,0.97,70.0,23.72,8.95,2.0,1110972.37
4.0,1.0,2108.0,0.26,76.0,9.04,3.42,8.0,744398.99
1.0,1.0,4299.0,0.75,17.0,28.29,6.19,6.0,1117415.32
5.0,1.0,4374.0,0.77,1.0,4.61,9.28,6.0,1406113.71
5.0,2.0,2197.0,0.93,7.0,26.38,9.62,8.0,959234.22
2.0,3.0,1367.0,0.08,74.0,29.16,5.14,1.0,446083.02
1.0,1.0,2644.0,0.88,53.0,6.14,4.58,2.0,799175.32
,,,,,,,,
3.0,3.0,3166.0,0.65,47.0,2.17,9.59,8.0,1054292.14
2.0,1.0,2802.0,0.66,26.0,12.76,1.51,7.0,865079.74
2.0,1.0,2739.0,0.83,19.0,15.97,5.84,7.0,888714.64
5.0,3.0,3629.0,0.37,11.0,17.84,2.9,5.0,1226505.21
5.0,1.0,2149.0,0.75,42.0,28.14,2.86,2.0,827173.73
5.0,1.0,3102.0,0.55,60.0,20.5,4.11,6.0,1005560.64
3.0,1.0,2364.0,0.8,30.0,14.96,9.99,10.0,896671.27
5.0,2.0,2644.0,0.99,60.0,24.48,0.64,3.0,999438.78
1.0,3.0,3245.0,0.24,73.0,28.57,5.83,4.0,838133.03
4.0,3.0,4316.0,0.99,66.0,1.64,0.92,10.0,1410740.88
1.0,2.0,1109.0,0.14,34.0,29.49,1.63,2.0,405183.81
1.0,3.0,1806.0,0.05,14.0,3.5,4.45,2.0,603642.38
5.0,1.0,985.0,0.09,15.0,24.62,5.15,8.0,579178.86
4.0,3.0,2197.0,0.37,12.0,9.13,2.66,8.0,948009.99
4.0,1.0,4402.0,0.65,34.0,4.83,3.23,10.0,1338225.85
4.0,2.0,3052.0,0.12,74.0,13.76,0.96,6.0,939501.79
3.0,1.0,2893.0,0.06,58.0,19.67,3.1,5.0,759236.89
5.0,3.0,1341.0,0.94,20.0,12.05,9.67,8.0,887877.7
4.0,3.0,4262.0,0.83,53.0,2.58,9.45,4.0,1347126.74
3.0,3.0,3308.0,0.82,74.0,18.38,3.42,4.0,1064961.3
2.0,2.0,3297.0,0.89,29.0,27.17,5.75,5.0,1010349.26
2.0,2.0,4142.0,0.72,47.0,12.11,9.1,1.0,1117446.85
3.0,3.0,4497.0,0.15,34.0,7.27,0.16,1.0,1249166.14
3.0,1.0,2511.0,0.43,37.0,13.83,8.13,2.0,787937.53
5.0,2.0,2046.0,0.74,30.0,2.4,9.49,8.0,928867.27
5.0,3.0,1500.0,0.32,77.0,24.79,1.0,7.0,753090.34
2.0,3.0,2712.0,0.7,23.0,24.96,1.7,10.0,925020.41
4.0,2.0,3684.0,0.07,48.0,18.05,9.61,9.0,1108413.58
2.0,2.0,2860.0,0.34,31.0,11.24,5.42,5.0,896548.64
4.0,2.0,2609.0,0.57,54.0,24.19,0.24,2.0,858674.09
4.0,1.0,841.0,0.65,78.0,17.09,2.65,7.0,525739.76
5.0,1.0,3140.0,0.6,57.0,24.95,4.55,8.0,1038506.04
1.0,3.0,3884.0,0.71,2.0,19.31,6.96,7.0,1141780.58
1.0,2.0,4364.0,0.06,79.0,23.75,7.36,7.0,1054224.77
,,,,,,,,
5.0,2.0,2620.0,0.88,9.0,13.01,2.95,2.0,1039373.66
4.0,3.0,772.0,0.7,24.0,28.78,5.43,6.0,653191.45
1.0,1.0,1271.0,0.16,67.0,16.69,5.38,4.0,370671.02
4.0,1.0,763.0,0.85,60.0,18.55,4.12,10.0,562224.41
1.0,1.0,1064.0,0.28,28.0,7.39,1.77,2.0,402395.29
1.0,3.0,3642.0,0.5,18.0,19.14,9.78,9.0,1080342.81
1.0,2.0,1096.0,0.19,42.0,17.58,8.55,7.0,424408.18
5.0,1.0,1299.0,0.72,65.0,6.36,5.03,6.0,716652.37
2.0,3.0,3042.0,0.68,73.0,2.73,6.07,5.0,941372.7
4.0,2.0,1302.0,0.25,60.0,18.53,2.35,3.0,557244.46
5.0,3.0,2540.0,0.87,42.0,23.15,5.48,10.0,1068658.27
5.0,2.0,2955.0,0.43,24.0,16.18,6.98,10.0,1097450.35
5.0,3.0,2391.0,0.33,19.0,7.58,5.2,4.0,988169.96
5.0,2.0,782.0,0.19,47.0,20.33,9.9,3.0,502649.68
5.0,1.0,1228.0,0.3,23.0,3.32,6.15,8.0,706373.41
3.0,2.0,4465.0,0.07,10.0,13.81,3.77,3.0,1201325.14
,,,,,,,,
5.0,3.0,2331.0,0.85,27.0,6.35,1.79,7.0,1032421.23
4.0,2.0,1145.0,0.57,68.0,6.87,3.91,7.0,651401.46
3.0,1.0,2187.0,0.26,62.0,12.21,3.53,7.0,740006.26
3.0,1.0,1223.0,0.08,58.0,2.48,4.37,2.0,478165.45
4.0,2.0,4435.0,0.25,4.0,12.54,7.84,10.0,1312801.58
1.0,2.0,1193.0,0.45,50.0,15.84,4.89,3.0,418614.55
2.0,3.0,1343.0,0.77,20.0,15.02,7.96,10.0,740669.82
1.0,1.0,3898.0,0.23,11.0,12.1,5.81,9.0,1038832.01
1.0,2.0,2368.0,0.73,49.0,25.34,3.49,3.0,721716.54
1.0,1.0,4404.0,0.87,3.0,5.21,8.12,2.0,1209379.88
5.0,2.0,2059.0,0.48,41.0,15.67,2.46,9.0,896708.38
3.0,2.0,2548.0,0.83,37.0,2.8,2.32,10.0,969719.26
1.0,1.0,4093.0,0.58,24.0,3.06,5.09,9.0,1126037.64
3.0,2.0,3201.0,0.66,13.0,17.64,2.68,4.0,1014985.49
4.0,2.0,2668.0,0.55,74.0,17.41,0.19,9.0,919272.04
2.0,3.0,3201.0,0.49,31.0,26.46,6.52,3.0,965952.14
4.0,2.0,3044.0,0.27,10.0,17.18,5.16,7.0,1035475.18
4.0,2.0,3272.0,0.34,60.0,28.83,4.51,7.0,976010.23
5.0,2.0,704.0,0.33,17.0,2.41,9.67,8.0,612909.05
,,,,,,,,
4.0,1.0,616.0,0.16,54.0,2.28,8.65,4.0,422088.9
4.0,3.0,3791.0,0.92,53.0,6.37,1.48,3.0,1263249.78
2.0,3.0,992.0,0.73,74.0,16.7,5.74,3.0,522591.0
2.0,1.0,1024.0,0.43,20.0,19.72,8.69,5.0,488813.13
,,,,,,,,
2.0,1.0,3801.0,0.89,4.0,28.43,7.21,10.0,1116343.46
4.0,3.0,1171.0,0.83,40.0,25.42,3.78,3.0,652147.42
4.0,1.0,4231.0,0.74,58.0,9.6,1.02,6.0,1251079.12
5.0,2.0,2676.0,0.31,53.0,3.24,4.63,3.0,919698.44
1.0,3.0,1720.0,0.43,73.0,5.93,4.01,5.0,598495.9
4.0,3.0,3681.0,0.15,21.0,4.68,8.68,9.0,1181565.46
3.0,3.0,841.0,0.23,64.0,4.58,2.52,2.0,484111.46
1.0,3.0,4497.0,0.79,63.0,16.04,9.67,2.0,1157664.31
1.0,2.0,2879.0,0.73,70.0,8.13,9.59,6.0,837739.47
,,,,,,,,
5.0,2.0,3955.0,0.9,64.0,29.7,3.55,8.0,1297687.97
4.0,2.0,1314.0,0.6,14.0,20.85,8.97,2.0,699265.0
5.0,2.0,1358.0,0.49,75.0,28.52,9.67,9.0,690427.93
4.0,2.0,3449.0,0.37,21.0,5.13,4.49,2.0,1093219.38
5.0,1.0,1375.0,0.94,46.0,12.08,3.28,1.0,745412.23
5.0,1.0,3373.0,0.13,45.0,17.09,5.31,10.0,1032851.78
3.0,3.0,2847.0,0.93,13.0,3.23,6.91,2.0,1068097.57
5.0,1.0,3592.0,0.84,49.0,1.12,2.81,7.0,1243801.89
2.0,1.0,678.0,0.17,19.0,20.44,7.39,8.0,363745.79
3.0,3.0,3603.0,0.59,49.0,19.61,0.61,5.0,1138227.78
5.0,3.0,1455.0,0.87,32.0,12.91,0.59,6.0,902539.32
1.0,3.0,3844.0,0.59,58.0,15.2,3.92,1.0,1040496.93
2.0,1.0,3114.0,0.91,42.0,13.05,3.6,6.0,969290.09
2.0,1.0,3228.0,0.95,78.0,1.7,3.22,8.0,966694.48
2.0,3.0,2039.0,0.45,11.0,10.73,4.96,3.0,785744.08
3.0,2.0,3587.0,0.41,39.0,6.14,3.28,1.0,1023468.19
5.0,3.0,3096.0,0.94,19.0,3.85,2.0,4.0,1221894.82
5.0,2.0,2734.0,0.69,37.0,28.74,3.16,1.0,981661.9
1.0,2.0,2748.0,0.16,2.0,18.38,9.75,8.0,738039.94
1.0,3.0,1631.0,0.09,27.0,22.13,4.17,5.0,564471.07
2.0,3.0,1444.0,0.59,55.0,10.15,4.5,1.0,660179.5
1.0,3.0,3871.0,0.93,12.0,12.4,5.81,8.0,1146157.87
3.0,1.0,4176.0,0.85,76.0,7.87,9.84,9.0,1206962.16
,,,,,,,,
2.0,1.0,2690.0,0.18,36.0,6.19,6.84,2.0,731317.17
1.0,1.0,4056.0,0.29,48.0,24.13,7.19,9.0,958249.46
3.0,3.0,4292.0,0.88,65.0,20.65,6.11,8.0,1298235.85
3.0,1.0,4106.0,0.22,35.0,16.86,0.98,7.0,1126862.1
1.0,3.0,1007.0,0.31,53.0,14.78,6.8,3.0,444134.77
5.0,2.0,4154.0,0.17,25.0,27.75,0.73,2.0,1182831.35
1.0,3.0,3311.0,0.69,74.0,3.11,6.0,7.0,976292.1
2.0,1.0,3688.0,0.95,71.0,9.14,7.42,5.0,1052555.45
1.0,1.0,2268.0,0.31,39.0,11.15,2.19,6.0,637726.52
3.0,3.0,747.0,0.5,42.0,23.69,8.43,4.0,486229.1
1.0,3.0,2924.0,0.65,21.0,29.78,0.4,2.0,862757.46
5.0,1.0,831.0,1.0,19.0,7.98,8.45,9.0,700120.84
4.0,2.0,4497.0,0.15,7.0,26.35,4.66,3.0,1252101.16
1.0,2.0,2550.0,0.52,28.0,25.09,2.25,7.0,800668.95
5.0,3.0,965.0,0.42,39.0,7.52,1.42,8.0,767201.67
5.0,2.0,3899.0,0.87,29.0,12.58,9.54,2.0,1284131.34
3.0,1.0,2274.0,0.5,54.0,12.88,0.82,6.0,780549.44
,,,,,,,,
5.0,1.0,998.0,0.65,45.0,6.25,3.54,7.0,653082.46
5.0,1.0,1834.0,0.78,61.0,24.18,6.24,3.0,791001.12
5.0,2.0,2014.0,0.05,6.0,10.69,5.49,1.0,792648.44
2.0,3.0,3146.0,0.87,79.0,22.2,1.34,6.0,985088.95
2.0,3.0,3187.0,0.23,44.0,13.18,2.97,8.0,988514.51
3.0,2.0,1162.0,0.57,58.0,17.77,2.46,6.0,575757.46
1.0,1.0,4162.0,0.45,55.0,25.15,2.21,5.0,1033503.41
5.0,1.0,3089.0,0.73,47.0,24.32,4.17,8.0,1075035.59
,,,,,,,,
1.0,1.0,1372.0,0.88,52.0,2.73,2.25,1.0,512851.22
3.0,3.0,2997.0,0.74,72.0,21.07,3.73,1.0,962577.52
5.0,3.0,2637.0,0.67,34.0,5.06,3.97,4.0,1055214.08
5.0,2.0,4023.0,0.81,50.0,13.06,9.77,6.0,1312483.18
4.0,2.0,3167.0,0.77,36.0,16.91,9.55,9.0,1104268.5
1.0,3.0,1943.0,0.08,56.0,12.68,8.02,1.0,592566.19
1.0,3.0,2785.0,0.42,7.0,16.07,2.49,1.0,836979.58
2.0,1.0,2173.0,0.93,78.0,29.9,0.77,5.0,736672.15
4.0,1.0,4294.0,0.17,19.0,4.92,3.24,10.0,1248329.06
2.0,2.0,1591.0,0.75,52.0,20.59,2.74,5.0,625458.5
2.0,3.0,3015.0,0.98,11.0,12.48,5.11,5.0,1058407.28
2.0,2.0,3891.0,0.1,48.0,4.86,7.8,10.0,1093137.42
3.0,3.0,4008.0,0.7,16.0,5.6,8.6,6.0,1294501.97
3.0,1.0,1846.0,0.49,63.0,28.53,8.46,8.0,655745.63
2.0,2.0,4319.0,0.6,41.0,26.51,3.66,3.0,1148731.78
4.0,2.0,17756.0,0.13,28.0,27.3,6.9,9.0,7560364.5600000005
1.0,3.0,959.0,0.09,18.0,29.75,3.2,1.0,362642.54
4.0,1.0,1520.0,0.68,10.0,7.04,0.7,4.0,754051.47
5.0,2.0,2976.0,0.83,49.0,11.31,7.05,9.0,1101397.87
3.0,1.0,3609.0,0.79,70.0,20.41,0.2,8.0,1041860.03
1.0,2.0,3110.0,0.57,57.0,15.03,4.15,10.0,909465.54
1.0,1.0,3593.0,0.14,33.0,13.13,3.36,9.0,914262.81
5.0,3.0,1562.0,0.7,19.0,11.38,6.96,1.0,846083.15
5.0,2.0,4232.0,0.28,49.0,18.22,7.69,9.0,1290062.05
2.0,2.0,2427.0,0.92,9.0,17.69,3.11,3.0,864229.03
3.0,1.0,4053.0,0.85,31.0,5.68,8.14,10.0,1219159.32
3.0,1.0,3483.0,0.72,51.0,14.68,3.01,9.0,1065266.2
4.0,2.0,2213.0,0.95,14.0,17.05,4.52,1.0,901689.77
2.0,3.0,2240.0,0.08,2.0,17.54,7.3,1.0,731713.73
2.0,1.0,2816.0,0.75,36.0,7.09,6.96,9.0,905439.24
2.0,1.0,816.0,0.36,39.0,22.53,9.87,6.0,406661.35
2.0,1.0,977.0,0.91,71.0,1.73,2.33,4.0,501343.78
3.0,2.0,718.0,0.3,39.0,11.29,6.66,7.0,498272.27
3.0,2.0,789.0,0.74,55.0,23.63,6.14,5.0,529390.95
2.0,2.0,3414.0,0.88,22.0,17.35,9.16,10.0,1082828.09
4.0,2.0,969.0,0.09,10.0,8.57,1.65,7.0,579891.83
1.0,3.0,2401.0,0.43,63.0,21.15,7.54,8.0,759157.32
1.0,3.0,2796.0,0.77,7.0,17.45,5.73,8.0,917513.01
4.0,2.0,4347.0,0.48,55.0,24.09,2.82,1.0,1227043.3
2.0,3.0,1251.0,0.3,59.0,22.32,4.8,8.0,553379.25
3.0,1.0,2482.0,0.26,9.0,18.69,3.4,6.0,803024.83
1.0,1.0,2111.0,0.17,38.0,15.16,5.84,4.0,589380.32
5.0,1.0,1369.0,0.86,27.0,4.86,8.9,8.0,805309.09
5.0,2.0,3021.0,0.6,48.0,8.58,5.74,3.0,1060300.36
4.0,1.0,1380.0,0.12,35.0,13.15,6.35,4.0,599097.33
2.0,3.0,2316.0,0.41,12.0,18.38,5.24,6.0,807872.23
1.0,2.0,2807.0,0.4,35.0,15.9,0.61,7.0,834542.13
2.0,3.0,2998.0,0.22,25.0,9.36,2.41,4.0,898102.53
1.0,1.0,1911.0,0.46,3.0,1.19,4.97,4.0,655547.98
,,,,,,,,
4.0,1.0,3539.0,0.37,37.0,9.28,1.9,6.0,1048568.28
5.0,2.0,1849.0,0.75,21.0,22.3,5.09,8.0,893287.86
,,,,,,,,
5.0,2.0,1121.0,0.66,30.0,17.96,2.66,10.0,715095.49
2.0,2.0,1382.0,0.59,10.0,28.3,4.69,7.0,569681.69
5.0,1.0,2920.0,0.59,45.0,6.06,1.42,7.0,1037624.72
3.0,2.0,1535.0,0.68,61.0,14.68,9.28,7.0,712364.52
3.0,2.0,4073.0,0.57,68.0,3.65,8.69,7.0,1192875.3
3.0,1.0,2830.0,0.89,63.0,19.14,7.11,10.0,931298.94
3.0,2.0,2288.0,0.69,9.0,16.97,1.15,10.0,929222.39
1.0,1.0,1087.0,0.57,39.0,12.81,7.78,8.0,486534.47
3.0,1.0,2450.0,0.84,23.0,16.12,8.1,9.0,924141.58
4.0,1.0,1445.0,0.63,43.0,27.0,7.7,9.0,688327.96
4.0,1.0,2771.0,0.33,59.0,6.69,1.23,2.0,884423.05
1.0,2.0,3632.0,0.25,61.0,1.65,6.47,7.0,976987.17
3.0,1.0,4297.0,0.19,16.0,25.99,8.36,7.0,1132189.9
