transaction_id,amount,time_in_seconds,customer_age,customer_tenure_months,transaction_location,merchant_category,is_international,card_type,fraud
433,3091.47,49334,42,77,Delhi,Clothing,0,Debit,0
434,506.51,68648,51,7,Hyderabad,Luxury,0,Credit,0
435,421.45,22054,20,79,Mumbai,Groceries,0,Credit,0
436,3505.14,70028,41,44,Pune,Groceries,0,Debit,0
437,364.74,22207,71,27,Bangalore,Clothing,0,Debit,0
438,4109.48,80650,59,26,Hyderabad,Electronics,0,Debit,0
439,3531.5,81554,26,97,Bangalore,Groceries,0,Debit,0
440,407.66,21386,43,79,Hyderabad,Clothing,1,Credit,1
441,425.1,83276,37,36,Mumbai,Electronics,0,Credit,0
442,4933.21,59518,57,109,Delhi,Electronics,0,Debit,0
443,1871.98,52781,27,55,Bangalore,Luxury,0,Credit,0
444,1853.84,52780,36,64,Bangalore,Clothing,0,Debit,0
445,4064.19,61440,20,91,Delhi,Electronics,0,Debit,0
446,4736.3,44199,41,57,Bangalore,Luxury,0,Debit,0
447,4930.02,61035,22,69,Bangalore,Travel,0,Credit,0
448,3767.14,8210,20,61,Hyderabad,Clothing,0,Credit,0
449,1881.92,44363,44,2,Hyderabad,Travel,0,Debit,0
450,418.42,78279,33,55,Delhi,Electronics,0,Debit,0
451,3885.96,60348,66,97,Mumbai,Clothing,0,Debit,1
452,2792.46,55284,32,80,Bangalore,Luxury,0,Debit,0
453,2121.69,72124,52,87,Mumbai,Electronics,1,Credit,0
454,4531.87,68847,29,38,Delhi,Clothing,1,Credit,1
455,556.88,22432,58,119,Delhi,Clothing,1,Debit,0
456,2463.63,64089,70,80,Hyderabad,Travel,0,Debit,0
457,57.76,55398,61,78,Bangalore,Electronics,1,Credit,0
458,2343.83,3321,43,29,Pune,Luxury,0,Debit,0
459,282.46,81348,64,26,Delhi,Luxury,0,Credit,1
460,594.97,37383,51,35,Bangalore,Electronics,0,Credit,0
461,588.51,78682,40,79,Mumbai,Electronics,0,Debit,0
462,3246.4,79190,48,67,Hyderabad,Groceries,0,Credit,0
463,3730.48,52893,67,87,Mumbai,Travel,0,Credit,1
464,2917.26,35820,37,29,Delhi,Electronics,0,Credit,0
465,4810.9,66262,29,34,Delhi,Electronics,0,Credit,0
466,1874.98,3760,40,97,Mumbai,Groceries,0,Debit,0
467,1429.27,22190,21,41,Delhi,Groceries,0,Credit,0
468,4343.13,67411,40,41,Bangalore,Clothing,0,Credit,0
469,1118.76,23377,65,23,Delhi,Luxury,0,Credit,0
470,4816.15,46737,72,71,Hyderabad,Travel,0,Debit,0
471,61.76,69569,65,3,Bangalore,Clothing,0,Debit,0
472,4849.42,38211,18,58,Pune,Electronics,0,Debit,0
473,216.76,82909,71,32,Delhi,Groceries,0,Credit,0
474,4455.82,3744,42,31,Delhi,Luxury,0,Debit,0
475,2638.98,24995,19,82,Hyderabad,Clothing,0,Debit,0
476,4964.83,16977,47,43,Hyderabad,Luxury,0,Debit,0
477,369.91,34542,20,7,Mumbai,Groceries,0,Credit,0
478,2769.72,10651,38,105,Mumbai,Clothing,0,Debit,0
479,4846.54,78931,42,1,Mumbai,Clothing,0,Debit,0
480,2615.97,16715,37,61,Hyderabad,Luxury,1,Debit,1
481,3147.36,44409,66,14,Mumbai,Groceries,0,Credit,0
482,3479.05,24306,69,52,Mumbai,Electronics,0,Credit,0
483,2273.25,19086,39,96,Pune,Clothing,0,Debit,0
484,3138.16,14376,38,6,Mumbai,Electronics,1,Debit,1
485,2921.99,61350,50,103,Delhi,Groceries,0,Debit,0
486,4505.89,71425,69,10,Hyderabad,Clothing,0,Credit,0
487,228.19,36636,55,71,Bangalore,Clothing,0,Credit,0
488,1405.53,86120,32,90,Pune,Electronics,0,Debit,0
489,4752.11,51649,63,98,Hyderabad,Travel,0,Credit,0
490,4451.43,34610,69,30,Hyderabad,Electronics,0,Debit,1
491,2278.83,10058,32,100,Delhi,Electronics,0,Credit,0
492,3101.04,74637,63,21,Mumbai,Travel,0,Debit,1
493,1387.63,78033,42,60,Delhi,Groceries,0,Credit,0
494,941.42,70194,38,81,Mumbai,Groceries,0,Debit,0
495,2319.03,76917,41,97,Mumbai,Clothing,0,Credit,0
496,1767.41,64200,74,74,Hyderabad,Luxury,1,Debit,1
497,2918.7,46619,22,115,Mumbai,Luxury,0,Debit,0
498,389.6,17154,23,63,Pune,Clothing,0,Debit,0
499,4872.0,19539,66,111,Pune,Luxury,0,Debit,1
500,4931.07,60058,60,42,Pune,Electronics,0,Credit,0
501,3491.11,62068,65,51,Hyderabad,Electronics,0,Debit,0
502,2680.95,77313,61,64,Delhi,Travel,0,Credit,0
503,1548.33,30373,64,76,Bangalore,Travel,0,Credit,0
504,4069.16,33154,40,56,Mumbai,Clothing,1,Debit,1
505,3423.97,6031,21,80,Bangalore,Clothing,0,Debit,0
506,813.92,71975,44,41,Delhi,Clothing,1,Debit,1
507,4554.72,22785,35,32,Delhi,Electronics,0,Debit,0
508,4112.86,78928,38,15,Hyderabad,Luxury,1,Credit,1
509,4749.05,28669,45,62,Pune,Clothing,0,Credit,0
510,3628.87,2282,52,27,Pune,Clothing,0,Credit,1
511,3067.46,34624,39,28,Delhi,Electronics,1,Credit,0
512,2091.8,48438,57,81,Hyderabad,Electronics,0,Debit,0
513,4663.71,67534,40,64,Hyderabad,Electronics,0,Credit,0
514,4330.45,31705,20,110,Mumbai,Luxury,0,Debit,0
515,227.05,38244,57,59,Pune,Clothing,0,Debit,0
516,132.81,74964,67,114,Delhi,Groceries,0,Credit,0
517,1882.94,37437,27,58,Bangalore,Groceries,1,Credit,0
518,4052.96,77872,42,2,Pune,Clothing,0,Credit,0
519,4936.39,74878,69,36,Mumbai,Clothing,0,Credit,0
520,752.93,72982,66,114,Hyderabad,Clothing,0,Credit,0
521,2971.06,50583,25,71,Delhi,Clothing,0,Credit,0
522,1905.07,38392,72,13,Pune,Luxury,0,Debit,0
523,4849.6,7461,28,15,Bangalore,Groceries,0,Debit,0
524,4210.75,10516,22,89,Mumbai,Travel,0,Debit,0
525,4191.81,79285,62,87,Mumbai,Groceries,0,Credit,1
526,2344.0,17514,70,60,Pune,Groceries,0,Debit,0
527,2074.68,36268,72,22,Bangalore,Electronics,0,Debit,0
528,1367.76,36788,54,63,Mumbai,Clothing,0,Debit,0
529,282.82,75749,73,90,Delhi,Clothing,0,Debit,0
530,4323.75,61049,62,97,Mumbai,Clothing,0,Debit,0
531,4064.69,62493,55,75,Bangalore,Electronics,0,Debit,0
532,4998.59,36027,46,74,Hyderabad,Luxury,1,Credit,1
533,4983.19,42849,22,25,Hyderabad,Luxury,0,Credit,1
534,2777.6,17858,26,101,Pune,Travel,0,Credit,0
535,3845.17,84162,65,48,Bangalore,Luxury,0,Debit,0
536,4723.88,79003,19,43,Mumbai,Luxury,0,Credit,1
537,4248.39,52395,18,117,Mumbai,Clothing,1,Credit,1
538,1237.49,39758,57,38,Hyderabad,Groceries,0,Debit,0
539,2253.27,54312,68,41,Hyderabad,Luxury,0,Credit,0
540,646.67,68670,47,45,Delhi,Luxury,0,Debit,0
541,4770.3,82279,28,88,Hyderabad,Electronics,0,Credit,0
542,3031.27,15434,45,40,Delhi,Travel,0,Debit,0
543,1143.99,64047,61,110,Mumbai,Electronics,0,Debit,0
544,3358.83,47775,29,97,Delhi,Clothing,1,Credit,0
545,3091.02,75769,56,17,Delhi,Groceries,1,Debit,1
546,1791.46,66677,43,88,Pune,Travel,0,Credit,0
547,568.67,83555,30,101,Hyderabad,Electronics,0,Debit,0
548,3358.19,85920,25,57,Delhi,Luxury,0,Credit,0
549,2602.02,45734,71,2,Mumbai,Luxury,1,Credit,1
550,3861.82,40603,45,96,Bangalore,Travel,1,Debit,1
551,2601.3,76708,47,62,Delhi,Luxury,0,Credit,0
552,4261.06,81926,26,88,Hyderabad,Electronics,0,Credit,1
553,2759.98,68803,56,9,Pune,Electronics,0,Credit,0
554,2805.13,39332,48,68,Mumbai,Luxury,0,Debit,0
555,4383.39,21312,38,81,Pune,Luxury,0,Debit,1
556,2018.01,84526,73,17,Bangalore,Clothing,0,Credit,0
557,670.94,44179,64,117,Delhi,Groceries,0,Credit,0
558,144.88,71442,51,50,Delhi,Travel,0,Debit,0
559,3775.93,40379,72,112,Hyderabad,Electronics,0,Debit,0
560,3101.93,17297,48,94,Delhi,Travel,0,Credit,0
561,3520.69,2011,69,40,Mumbai,Clothing,0,Debit,0
562,1065.61,44014,42,58,Bangalore,Electronics,0,Debit,0
563,682.72,11738,29,75,Pune,Clothing,0,Credit,0
564,73.71,47498,18,85,Bangalore,Clothing,0,Debit,0
565,1753.59,11120,72,21,Delhi,Luxury,0,Debit,0
566,2950.0,8767,39,18,Pune,Travel,0,Debit,0
567,1961.83,22852,57,55,Hyderabad,Travel,0,Credit,0
568,2187.94,79239,54,29,Bangalore,Luxury,0,Debit,1
569,4520.89,929,64,24,Pune,Travel,0,Credit,0
570,1741.93,77487,18,74,Pune,Luxury,0,Debit,1
571,2570.43,17438,18,109,Pune,Electronics,0,Debit,0
572,3918.48,48515,74,17,Mumbai,Clothing,0,Credit,1
573,1983.32,5744,59,18,Bangalore,Clothing,0,Credit,0
574,3110.81,83820,71,42,Pune,Travel,0,Credit,0
575,4311.96,42417,59,112,Bangalore,Groceries,0,Credit,0
576,4747.65,7069,38,84,Pune,Clothing,0,Debit,0
577,736.22,42359,32,101,Hyderabad,Luxury,0,Credit,0
578,4633.01,19799,34,45,Hyderabad,Groceries,0,Credit,0
579,2461.09,70188,39,82,Hyderabad,Groceries,1,Credit,1
580,1291.96,7597,55,17,Delhi,Clothing,0,Debit,0
581,2296.22,47093,52,73,Pune,Clothing,0,Debit,0
582,4900.18,37226,62,14,Delhi,Clothing,0,Credit,0
583,2463.6,72127,33,49,Bangalore,Luxury,1,Credit,1
584,1644.43,77362,25,29,Delhi,Groceries,0,Credit,0
585,3167.37,26417,64,95,Bangalore,Travel,0,Credit,0
586,1201.49,18693,34,4,Bangalore,Luxury,0,Debit,0
587,380.24,79674,34,82,Bangalore,Electronics,0,Credit,0
588,645.27,53161,71,20,Delhi,Clothing,0,Debit,0
589,641.1,2169,43,47,Pune,Groceries,0,Credit,0
590,760.36,84092,30,107,Delhi,Luxury,0,Credit,0
591,695.0,22052,34,108,Pune,Electronics,0,Debit,0
592,3204.73,71849,55,9,Pune,Luxury,0,Credit,0
593,910.22,73851,34,77,Bangalore,Luxury,0,Credit,0
594,1728.99,8036,65,79,Delhi,Travel,0,Credit,0
595,4484.05,31778,31,27,Pune,Travel,0,Credit,0
596,2370.33,27734,62,15,Hyderabad,Luxury,0,Debit,0
597,3338.12,23173,23,92,Pune,Electronics,0,Credit,0
598,862.43,30403,52,101,Hyderabad,Groceries,0,Credit,0
599,962.25,66321,63,119,Delhi,Groceries,0,Debit,0
600,205.3,71675,31,19,Delhi,Clothing,0,Credit,0
601,845.51,6344,64,90,Delhi,Clothing,0,Debit,0
602,1393.67,18800,25,52,Pune,Groceries,0,Credit,0
603,885.88,25372,32,26,Mumbai,Luxury,0,Credit,0
604,444.42,61516,71,89,Pune,Luxury,0,Credit,0
605,604.06,20538,44,26,Pune,Travel,1,Debit,0
606,2304.43,63918,30,26,Bangalore,Travel,0,Debit,0
607,1032.46,14973,66,46,Bangalore,Clothing,0,Credit,0
608,1821.99,71155,48,92,Pune,Groceries,0,Debit,0
609,2517.58,59500,70,49,Hyderabad,Luxury,0,Credit,1
610,3452.28,36575,73,82,Bangalore,Groceries,0,Debit,0
611,197.52,42261,52,96,Pune,Electronics,0,Credit,0
612,3997.25,27716,23,53,Mumbai,Groceries,0,Debit,1
613,3139.87,3236,22,3,Hyderabad,Electronics,1,Credit,0
614,409.71,15848,39,66,Delhi,Travel,0,Debit,0
615,4368.02,2352,66,97,Pune,Travel,0,Debit,0
616,4604.44,1932,40,42,Pune,Clothing,1,Debit,0
617,306.33,76449,42,19,Hyderabad,Groceries,0,Debit,0
618,1385.11,8556,51,17,Bangalore,Groceries,0,Credit,0
619,4031.2,5498,43,108,Bangalore,Electronics,0,Credit,0
620,3741.55,76118,64,33,Bangalore,Travel,0,Debit,0
621,923.42,50098,22,76,Delhi,Electronics,0,Credit,0
622,1047.54,64386,43,49,Hyderabad,Travel,0,Debit,0
623,1852.99,9569,37,56,Hyderabad,Electronics,0,Credit,0
624,2423.13,56882,23,63,Bangalore,Travel,1,Debit,0
625,3091.66,70393,23,3,Bangalore,Electronics,1,Credit,0
626,1845.2,340,67,107,Mumbai,Travel,1,Credit,0
627,2313.21,43949,35,49,Mumbai,Electronics,0,Debit,0
628,3737.61,82302,21,55,Pune,Groceries,0,Debit,0
629,184.38,62443,34,26,Pune,Clothing,0,Debit,0
630,1262.93,74027,74,99,Hyderabad,Electronics,0,Debit,0
631,3567.03,138,31,72,Hyderabad,Clothing,1,Debit,0
632,4476.14,358,31,52,Delhi,Groceries,0,Credit,0
633,2558.88,75250,30,100,Delhi,Groceries,1,Debit,0
634,2661.04,85376,24,117,Mumbai,Travel,0,Credit,0
635,536.75,30654,61,118,Pune,Clothing,1,Debit,0
636,2237.61,25879,72,7,Mumbai,Luxury,1,Credit,0
637,2663.55,81532,32,46,Mumbai,Travel,0,Credit,0
638,1213.11,55778,36,46,Pune,Clothing,0,Debit,0
639,1346.95,37772,60,100,Delhi,Electronics,0,Debit,0
640,1887.04,58478,64,16,Pune,Electronics,0,Credit,0
641,101.34,64353,61,24,Bangalore,Groceries,0,Credit,0
642,1611.07,26762,52,61,Bangalore,Luxury,0,Debit,0
643,1058.03,13283,34,54,Bangalore,Electronics,1,Credit,1
644,1638.16,63922,52,62,Hyderabad,Clothing,0,Credit,0
645,599.69,39420,36,1,Delhi,Clothing,0,Credit,0
646,4452.75,55568,37,49,Delhi,Electronics,0,Credit,0
647,2968.37,85090,53,25,Hyderabad,Clothing,0,Credit,0
648,3395.83,20219,52,10,Mumbai,Clothing,0,Credit,0
649,3946.07,57169,49,118,Bangalore,Groceries,0,Debit,1
650,2492.71,74965,65,80,Bangalore,Luxury,0,Debit,0
651,435.51,46840,61,16,Mumbai,Groceries,0,Debit,0
652,2686.0,44695,57,58,Pune,Luxury,0,Debit,0
653,2934.62,84754,41,72,Pune,Clothing,0,Credit,0
654,3727.45,77988,34,29,Delhi,Luxury,0,Debit,1
655,2158.87,58342,24,103,Hyderabad,Clothing,0,Credit,0
656,638.77,18951,60,92,Delhi,Clothing,0,Credit,0
657,1419.6,1307,67,6,Pune,Groceries,1,Debit,1
658,1816.05,80388,18,16,Mumbai,Groceries,0,Debit,0
659,3229.94,35428,52,20,Delhi,Travel,0,Credit,1
660,2854.32,75774,49,80,Bangalore,Electronics,0,Debit,0
661,1781.13,38975,53,71,Bangalore,Travel,0,Debit,0
662,4932.59,1140,30,105,Mumbai,Travel,1,Credit,1
663,3029.27,24842,23,78,Pune,Luxury,0,Credit,0
664,1186.9,26421,31,43,Bangalore,Clothing,0,Credit,0
665,509.81,1708,54,26,Bangalore,Clothing,0,Credit,0
666,765.14,3630,65,90,Hyderabad,Clothing,0,Credit,0
667,1230.54,19595,32,78,Delhi,Electronics,0,Credit,0
668,804.25,76021,64,71,Pune,Luxury,0,Debit,1
669,933.65,28308,21,33,Delhi,Luxury,0,Debit,0
670,1426.19,44789,57,26,Pune,Clothing,0,Debit,0
671,867.69,55690,33,45,Bangalore,Travel,0,Credit,0
672,4483.93,26086,45,84,Hyderabad,Electronics,0,Credit,0
673,402.09,16859,33,63,Delhi,Travel,0,Debit,0
674,2623.03,7684,21,67,Bangalore,Groceries,0,Debit,0
675,2052.57,1207,62,52,Pune,Luxury,0,Debit,0
676,4911.91,46099,43,68,Delhi,Luxury,0,Credit,1
677,561.08,67496,45,26,Delhi,Travel,0,Debit,0
678,1989.88,66093,49,75,Bangalore,Electronics,0,Debit,0
679,4847.38,29689,62,2,Delhi,Luxury,0,Debit,0
680,4327.67,48651,19,14,Hyderabad,Travel,0,Credit,1
681,4085.54,13893,48,108,Hyderabad,Electronics,1,Debit,1
682,1290.26,66418,20,30,Bangalore,Travel,0,Debit,0
683,855.27,60011,71,49,Pune,Electronics,0,Credit,0
684,3343.55,38635,25,12,Bangalore,Clothing,0,Credit,0
685,4646.95,56115,41,90,Hyderabad,Electronics,1,Credit,0
686,2784.26,78405,32,44,Mumbai,Groceries,0,Credit,0
687,2858.49,72702,60,33,Mumbai,Clothing,1,Credit,0
688,1400.62,78518,48,13,Delhi,Travel,1,Debit,0
689,3847.7,72805,26,78,Delhi,Clothing,0,Debit,0
690,936.03,58954,56,88,Mumbai,Clothing,1,Credit,0
691,1619.07,28064,62,98,Hyderabad,Travel,0,Credit,0
692,2127.76,79063,19,108,Delhi,Travel,0,Credit,0
693,2538.54,2454,25,26,Bangalore,Groceries,0,Credit,0
694,1212.81,20878,24,21,Bangalore,Travel,0,Debit,0
695,575.07,51098,73,28,Hyderabad,Luxury,0,Debit,0
696,3053.49,62154,61,48,Delhi,Luxury,0,Credit,1
697,1443.86,12991,68,100,Bangalore,Groceries,0,Credit,0
698,2906.61,68344,56,40,Delhi,Electronics,0,Credit,0
699,772.66,36593,59,66,Delhi,Electronics,0,Credit,0
700,2406.22,36304,74,106,Bangalore,Luxury,0,Debit,0
701,2663.41,30386,33,73,Mumbai,Travel,0,Credit,0
702,260.07,55220,52,87,Bangalore,Groceries,0,Credit,0
703,1683.68,69338,47,79,Hyderabad,Electronics,0,Debit,0
704,672.94,21083,27,77,Pune,Electronics,0,Credit,0
705,317.81,18354,55,23,Bangalore,Clothing,0,Debit,0
706,4949.81,22190,35,81,Delhi,Luxury,0,Credit,1
707,1612.45,6142,67,48,Delhi,Travel,0,Credit,0
708,4049.56,28398,22,2,Bangalore,Groceries,1,Debit,1
709,1273.95,51971,70,84,Pune,Electronics,0,Credit,0
710,3407.83,41862,46,20,Bangalore,Clothing,1,Debit,0
711,3801.38,53410,56,59,Pune,Luxury,0,Debit,0
712,2978.6,19503,51,46,Pune,Luxury,0,Debit,0
713,2358.41,48456,60,3,Hyderabad,Groceries,0,Credit,0
714,2059.79,82035,62,55,Delhi,Electronics,0,Credit,0
715,1744.99,8016,40,12,Delhi,Groceries,0,Debit,0
716,4647.72,2384,22,40,Pune,Groceries,0,Credit,0
717,4153.27,62320,47,66,Delhi,Clothing,0,Credit,1
718,4825.17,15072,23,100,Mumbai,Luxury,0,Credit,0
719,622.36,80018,73,78,Pune,Travel,0,Debit,0
720,3654.61,40510,63,16,Delhi,Luxury,0,Debit,0
721,4691.76,48933,61,83,Mumbai,Luxury,0,Credit,1
722,906.98,21826,21,34,Hyderabad,Clothing,0,Debit,0
723,333.41,68026,46,44,Delhi,Travel,0,Credit,0
724,3705.86,25518,40,110,Mumbai,Electronics,0,Credit,0
725,2872.79,24045,23,6,Bangalore,Travel,0,Credit,0
726,4209.3,50876,49,77,Bangalore,Electronics,1,Debit,0
727,699.72,51919,59,64,Mumbai,Travel,0,Debit,0
728,3976.54,27103,35,100,Pune,Groceries,0,Credit,0
729,1008.93,36188,32,22,Pune,Travel,0,Debit,0
730,819.12,5845,57,18,Delhi,Clothing,0,Credit,0
731,822.16,36674,49,12,Bangalore,Electronics,0,Debit,0
732,4073.06,19337,26,52,Pune,Luxury,0,Debit,0
733,3326.32,22313,54,118,Pune,Clothing,0,Debit,0
734,2615.8,26943,27,94,Bangalore,Electronics,0,Credit,0
735,1794.79,77949,37,117,Hyderabad,Electronics,0,Credit,0
736,4386.13,276,23,51,Pune,Luxury,0,Credit,0
737,1962.83,51151,65,104,Mumbai,Groceries,0,Debit,0
738,4083.18,17611,73,71,Delhi,Clothing,0,Credit,0
739,2196.24,11944,20,96,Pune,Luxury,0,Credit,1
740,1885.35,52887,59,48,Pune,Luxury,0,Credit,1
741,2313.94,81442,28,19,Hyderabad,Groceries,0,Credit,0
742,1507.59,49847,60,6,Mumbai,Clothing,0,Debit,0
743,3738.3,58653,34,84,Delhi,Luxury,1,Debit,1
744,2514.1,86072,49,27,Pune,Groceries,0,Credit,0
745,1161.83,56622,21,53,Delhi,Clothing,0,Debit,0
746,4497.97,27810,21,107,Bangalore,Travel,0,Debit,0
747,1920.07,77842,34,101,Pune,Electronics,0,Debit,0
748,2718.22,10503,58,48,Pune,Groceries,0,Debit,0
749,4532.45,84761,36,7,Bangalore,Electronics,0,Debit,1
750,3121.57,36976,22,59,Hyderabad,Travel,0,Credit,0
751,585.37,11590,49,69,Pune,Luxury,0,Debit,0
752,4699.22,10886,39,11,Delhi,Luxury,0,Credit,0
753,3138.91,12866,73,15,Mumbai,Clothing,0,Credit,0
754,1675.19,66624,23,64,Delhi,Groceries,0,Credit,0
755,697.22,68899,52,3,Hyderabad,Groceries,0,Debit,0
756,3970.33,32792,39,69,Mumbai,Clothing,0,Debit,0
757,3100.74,9764,18,23,Delhi,Electronics,0,Debit,0
758,2667.77,86156,37,53,Delhi,Luxury,0,Debit,0
759,4469.57,42727,39,37,Bangalore,Luxury,0,Credit,0
760,3943.2,78471,65,9,Hyderabad,Groceries,0,Credit,0
761,759.22,8068,72,15,Bangalore,Groceries,0,Credit,0
762,1559.3,7295,28,3,Mumbai,Clothing,0,Debit,0
763,1243.2,41160,30,93,Bangalore,Travel,0,Credit,0
764,3719.99,11390,59,70,Hyderabad,Electronics,0,Credit,0
765,168.63,20131,20,17,Pune,Travel,0,Credit,0
766,2849.88,75969,26,26,Pune,Travel,0,Debit,0
767,3812.53,15038,29,21,Mumbai,Groceries,0,Credit,1
768,4383.95,52327,40,72,Pune,Groceries,0,Credit,1
769,1711.07,77064,31,21,Bangalore,Groceries,0,Debit,0
770,4106.47,21281,50,11,Mumbai,Travel,0,Credit,0
771,554.05,54189,35,38,Hyderabad,Electronics,1,Debit,0
772,4232.42,48511,66,72,Mumbai,Groceries,0,Credit,0
773,638.32,8605,58,106,Mumbai,Luxury,1,Debit,1
774,1987.04,1381,26,88,Delhi,Electronics,1,Debit,0
775,3986.68,66634,40,35,Delhi,Luxury,0,Debit,0
776,750.44,19810,27,119,Mumbai,Electronics,1,Credit,0
777,1147.03,24322,36,14,Pune,Groceries,0,Credit,0
778,3611.54,41869,64,119,Delhi,Clothing,0,Debit,0
779,3600.46,32955,22,14,Hyderabad,Groceries,0,Debit,0
780,3206.1,61388,64,10,Bangalore,Travel,0,Debit,1
781,3470.05,10207,69,12,Delhi,Travel,0,Debit,1
782,2714.08,67628,40,38,Mumbai,Electronics,0,Debit,0
783,1259.74,28220,47,108,Pune,Travel,0,Debit,0
784,1729.13,84050,42,119,Bangalore,Groceries,0,Debit,0
785,908.81,74085,45,110,Delhi,Luxury,0,Debit,0
786,4542.34,22031,51,34,Pune,Groceries,1,Debit,1
787,2917.38,70721,62,41,Pune,Electronics,0,Debit,0
788,2004.86,80807,73,10,Pune,Travel,0,Debit,0
789,2310.57,71312,65,17,Mumbai,Luxury,0,Debit,0
790,4736.47,59766,64,17,Hyderabad,Clothing,0,Credit,0
791,767.6,12449,42,67,Pune,Luxury,0,Debit,0
792,2931.56,56699,27,62,Bangalore,Luxury,0,Credit,0
793,2529.94,81253,31,95,Delhi,Groceries,0,Credit,0
794,3057.66,46092,59,115,Bangalore,Clothing,0,Credit,0
795,91.53,63671,74,1,Mumbai,Electronics,1,Debit,1
796,4360.75,10350,63,12,Mumbai,Electronics,0,Credit,1
797,4660.66,68487,47,103,Bangalore,Luxury,0,Debit,0
798,2826.1,17622,72,4,Hyderabad,Luxury,0,Credit,0
799,3483.56,70263,58,42,Mumbai,Travel,0,Debit,0
800,4612.57,53117,42,13,Mumbai,Clothing,0,Debit,0
801,3536.49,58394,31,98,Bangalore,Luxury,0,Credit,1
802,763.54,23782,52,106,Mumbai,Travel,0,Credit,0
803,2881.87,28454,69,85,Hyderabad,Clothing,0,Debit,0
804,3033.97,67904,65,86,Hyderabad,Electronics,0,Credit,0
805,2121.23,15592,51,4,Hyderabad,Travel,0,Debit,0
806,3682.48,22173,27,82,Delhi,Clothing,0,Debit,0
807,4671.9,33204,52,69,Hyderabad,Travel,0,Debit,0
808,4627.92,35596,28,19,Hyderabad,Luxury,0,Credit,1
809,2254.75,34324,28,2,Delhi,Groceries,0,Debit,0
810,567.08,61202,38,12,Pune,Electronics,0,Debit,0
811,4924.22,30750,38,81,Mumbai,Luxury,0,Debit,0
812,4194.65,76112,39,74,Hyderabad,Luxury,0,Debit,0
813,624.19,16566,62,98,Mumbai,Clothing,0,Credit,0
814,4604.29,7190,24,6,Bangalore,Travel,0,Credit,0
815,4349.61,38333,72,8,Mumbai,Electronics,1,Credit,1
816,2594.67,80905,34,51,Delhi,Luxury,0,Credit,0
817,2956.79,1589,19,11,Mumbai,Clothing,0,Debit,0
818,1995.61,25235,29,63,Mumbai,Electronics,0,Debit,0
819,274.75,159,74,57,Mumbai,Travel,0,Debit,0
820,1676.65,12145,59,12,Pune,Luxury,0,Debit,0
821,4014.46,80909,35,73,Pune,Luxury,0,Debit,1
822,24.16,31921,71,2,Bangalore,Luxury,0,Debit,0
823,1668.16,16237,28,8,Delhi,Electronics,0,Credit,0
824,1991.45,8244,33,11,Mumbai,Electronics,0,Debit,0
825,2687.44,14743,66,53,Mumbai,Electronics,0,Debit,0
826,4599.36,46101,68,100,Mumbai,Electronics,0,Debit,0
827,1732.38,84227,35,10,Mumbai,Clothing,0,Credit,0
828,1735.42,56378,52,85,Pune,Groceries,0,Debit,0
829,3687.77,71126,70,84,Bangalore,Clothing,0,Debit,0
830,2261.64,56071,43,112,Hyderabad,Luxury,0,Debit,0
831,1123.8,71121,33,8,Delhi,Clothing,0,Credit,0
832,2262.75,74763,23,36,Mumbai,Travel,0,Debit,0
833,705.14,12237,74,93,Bangalore,Electronics,0,Debit,0
834,882.76,15649,61,106,Hyderabad,Travel,0,Credit,0
835,2492.34,37713,60,76,Bangalore,Travel,1,Debit,0
836,2095.21,73463,64,14,Pune,Luxury,0,Credit,0
837,4574.31,45409,64,112,Hyderabad,Electronics,0,Debit,0
838,1812.61,48766,65,54,Bangalore,Travel,0,Credit,0
839,2903.36,46154,59,114,Pune,Luxury,0,Debit,0
840,3161.69,7016,29,85,Bangalore,Electronics,0,Debit,0
841,66.46,79563,30,86,Bangalore,Groceries,0,Credit,0
842,3318.02,48688,21,21,Hyderabad,Luxury,0,Debit,0
843,891.0,54238,56,108,Pune,Clothing,0,Debit,0
844,4805.39,58608,71,50,Mumbai,Electronics,0,Credit,1
845,744.16,31897,19,94,Delhi,Travel,0,Debit,0
846,2073.71,50961,43,39,Hyderabad,Travel,0,Credit,0
847,427.66,68703,44,20,Pune,Clothing,0,Debit,0
848,4984.37,44757,44,88,Bangalore,Clothing,0,Credit,0
849,2511.47,26917,32,87,Pune,Travel,1,Debit,0
850,2977.33,22736,25,7,Delhi,Electronics,0,Debit,0
851,336.32,27990,24,9,Delhi,Luxury,0,Credit,0
852,3750.05,62551,64,1,Mumbai,Clothing,0,Debit,1
853,1050.32,58161,72,26,Mumbai,Clothing,0,Credit,0
854,4490.37,79623,63,38,Delhi,Clothing,0,Credit,0
855,1026.49,22440,57,38,Hyderabad,Groceries,0,Credit,0
856,954.25,35205,29,118,Hyderabad,Electronics,0,Debit,0
857,183.71,80811,30,61,Bangalore,Electronics,0,Debit,0
858,2360.86,55103,60,44,Mumbai,Electronics,0,Debit,0
859,2824.64,70812,34,86,Bangalore,Electronics,0,Credit,0
860,329.48,41627,34,44,Mumbai,Electronics,0,Credit,0
861,3877.86,19008,73,74,Delhi,Travel,0,Credit,0
862,2266.99,71274,53,119,Hyderabad,Clothing,0,Debit,0
863,2622.43,32402,38,62,Hyderabad,Travel,0,Credit,0
864,2204.37,53384,25,6,Delhi,Groceries,0,Debit,0
865,2004.41,5793,22,17,Bangalore,Luxury,0,Debit,0
